QKEY,INTERVIEW_START_W69,INTERVIEW_END_W69,DEVICE_TYPE_W69,LANG_W69,FORM_W69,SATIS_W69,POL1DT_W69,POL1DTSTR_W69,FUTGEN_W69,FEEL_COUNTRY_ANGRY_W69,FEEL_COUNTRY_FEAR_W69,FEEL_COUNTRY_HOPEFUL_W69,FEEL_COUNTRY_PROUD_W69,PRZCMPGN_W69,VOTEGEN_W69,VOTEGEN3_W69,DTFORAGNST_W69,JBFORAGNST_W69,SATISPRESCAND_W69,ECON1_W69,ECON1B_W69,NATPROBS_a_W69,NATPROBS_b_W69,NATPROBS_c_W69,NATPROBS_d_W69,NATPROBS_e_W69,NATPROBS_f_W69,NATPROBS_g_W69,NATPROBS_h_W69,NATPROBS_i_W69,NATPROBS_j_W69,CENDONE_W69,CENPARTICMOD_W69,CENCOUNT_W69,CENKNOCK_W69,VTEARLYDOC_W69,COVID_DOC_W69,PRESGOODTRUMP_W69,PRESGOODBIDEN_W69,DTCONF_a_W69,DTCONF_b_W69,DTCONF_c_W69,DTCONF_d_W69,DTCONF_e_W69,DTCONF_f_W69,JBCONF_a_W69,JBCONF_b_W69,JBCONF_c_W69,JBCONF_d_W69,JBCONF_e_W69,JBCONF_f_W69,COVID_FUT_W69,C_SHOULDMASK_W69,C_MASKREACT_W69,COVID_COMFORT_a_W69,COVID_COMFORT_b_W69,COVID_COMFORT_c_W69,COVID_COMFORT_d_W69,COVID_COMFORT_e_W69,COVID_COMFORT_f_W69,COVID_COMFORT_g_W69,COVID_COMFORT_COMB_W69,COVID_INDIMPCT_W69,COVID_2ASSIST_W69,COVID_ECONPRIO_a_W69,COVID_ECONPRIO_b_W69,COVID_ECONPRIO_c_W69,COVID_ECONPRIO_d_W69,COVID_ECONPRIO_e_W69,COVID_LIABILITY_W69,COVID_INFECT_a_W69,COVID_INFECT_b_W69,TRUMPDESC_a_W69,TRUMPDESC_b_W69,TRUMPDESC_c_W69,TRUMPDESC_d_W69,TRUMPDESC_e_W69,TRUMPDESC_f_W69,BIDENDESC_a_W69,BIDENDESC_b_W69,BIDENDESC_c_W69,BIDENDESC_d_W69,BIDENDESC_e_W69,BIDENDESC_f_W69,TRUMPTAX_W69,DTTONE_W69,POLICE3F2_a_W69,POLICE3F2_b_W69,POLICE3F2_c_W69,POLICE3F2_d_W69,GOVNEEDY_W69,VTCHNGRULES_W69,EXCPWER_W69,POLICE_FUND_W69,POLICE_POLICIES_a_W69,POLICE_POLICIES_b_W69,POLICE_POLICIES_c_W69,POLICE_POLICIES_d_W69,POLICE_POLICIES_e_W69,POLICEQ_IMMUNITY_W69,SNSUSE_W69,SM10_a_W69,SM10_b_W69,SM10_c_W69,SM10_e_W69,SM11_a_W69,SM11_b_W69,SM11_c_W69,TECHREG1F1_W69,TECHREG1F2_W69,TECHREG2_W69,TECHPOW_W69,TC5_W69,TC6b_W69,SM7_W69,RACE_SERMON_W69,F_METRO,F_CREGION,F_CDIVISION,F_AGECAT,F_SEX,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_NATIVITY2,F_MARITAL,F_RELIG,F_BORN,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME,F_INCOME_RECODE,F_REG,F_IDEO,F_ACSWEB,F_VOLSUM,F_INC_TIER2,F_HISP_ORIGIN,F_YEARSINUS,F_PARTYSUMIDEO,POL1DT_W59,POL1DTSTR_W59,POL1DT_W64,POL1DTSTR_W64,DEMFIELD_W59,TRUMPDEM2020_W59,DEM1_CODE_FINAL_W59,COVID_DEATHS_CNTY_W69,BATTLE_NARROW_W69,WEIGHT_W69_CENSUS,WEIGHT_W59_W69,WEIGHT_W64_W69,WEIGHT_W69
190961,2020-6-19 8:19:19.000,2020-6-19 8:32:56.000,2,1,1,2,1,1,2,1,1,2,2,1,1, ,1, ,2,3,2,2,1,1,2,1,1,1,2,3,1,1, ,2, ,1,2,1,5,1,1,1,1,1,1,2,3,3,4,4,4,2,2,3,1,1,1,1, , , ,1,1,2,2,3,2,2,2,1,1,1,2,2,2,2,2,2,4,4,2,4,2,3, ,1,1,3,2,2,2,2,1,4,2,4,4,3,1,1,1,2,2,2,2,2,2,2,3, ,4,1,1,1, ,1,1,1,2,3,2,3,2,2,1,1,1,1,1,1,1,2,1, ,1,3,3,3,2,1,2,1,6,1,1,1,1,1,1, ,1, ,3,3,1.309786776657704,1.582818512960008,1.618511744164508,1.5058707231992576
191063,2020-6-22 10:23:25.000,2020-6-22 10:32:34.000,1,1,2,2,2,2,3,2,1,2,2,2,3,1,2, ,3,3,1,1,1,1,1,1,2,2,1,2,2,1, ,2, ,2, ,3,3,3,3,2,3,3,3,2,2,3,3,3,3,1,2,3,1, , , ,2,2,1,2,1,1,1,2,1,1,3,1,3,3,2,3,3,3,2,3,3,3,2,3,2,3,2, ,3,4,4,2,2,1,2,3,2,1,3,1,1,2,1,2,2,2,2,3,3,3, ,2,3,1,3, ,3,3,2,3,7,3,2,2,3,2,1,1,1,1,1,2,1,5,3,1,1,7,1,1,3,1,2,3,6,1,2,2,2,2,2, ,2, ,2,5,0.8119677171629892,0.8542213251112019,0.7869938510858338,0.8847088829068643
191336,2020-6-17 14:31:45.000,2020-6-17 14:43:8.000,1,1,1,2,2,1,3,1,1,2,2,2,2, , ,2,2,4,3,1,1,1,2,2,1,2,1,1,1,1, ,2, ,2, ,5,3,3,4,3,4,4,4,2,2,2,2,2,2,2,1,1,1,1,1,1, , , ,1,1,1,1,1,1,1,1,1,2,2,1,4,4,4,1,4,2,2,2,2,2,2, ,2,3,4,3,2,1,2,2,3,2,1,1,1,1,2,1,2,2,2,2,4,4,4,2, ,3,3,3,3, ,1,1,1,2,3,1,3,2,2,1,1,1,1,3,2,2,2,2, ,2,6,2,1,4,1,2,2,6,1,4,2,1,2,1,2,4,19,3,1,0.9970674074247222,0.9277516728481665,0.955481409288402,1.0960457216762016
192294,2020-6-17 10:45:51.000,2020-6-18 10:30:25.000,2,1,1,2,2,2,1,2,1,2,2,3,3,2, ,2,4,3,1,2,3,3,2,2,1,2,2,2,2,2,1,2,2,2, ,4,4,3,3,3,3,4,4,3,2,2,2,3,3,2,4,1,1,1,1,1, , , ,1,2,1,3,2,2,2,2,1,3,3,3,3,3,3,3,4,3,3,3,2,3,2, ,2,4,3,3,2,1,2,2,3,1,1,3,1,1,2,1,2,2,2,2,3,3,2,4, ,4,1,3,1, ,2,1,2,4,3,2,1,6,2,1,1,1,1,6,2,2,5,2, ,2,1,3,3,3,1,2,1,6,1,3, , ,2,2, , , ,1,5,1.0008196350710792, ,0.45105019682719427,0.5590981807882578
192394,2020-6-19 12:58:23.000,2020-6-19 13:21:8.000,1,1,2,2,2,1,1,1,1,1,2,1,2, , ,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1, ,3, ,2, ,5,1,4,4,4,4,4,4,1,1,1,1,1,1,2,1,1,1, , , ,1,2,1,1,1,1,1,1,1,1,1,2,1,2,4,4,4,4,4,4,1,1,1,1,1,1,1, ,3,3,4,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1, ,4,3,1,1, ,2,1,1,4,9,4,2,3,2,2,1,1,1,1,1,12, ,6,2, ,2,3,3,1,3,1,2,2,6,1,3,2,1,2,1,1,4,99,1,1,0.6759562284119995,0.776155976302181,0.7835340187325277,0.7112444779902668
192396,2020-6-17 18:34:43.000,2020-6-17 18:48:31.000,3,1,1,2,1,1,2,1,1,2,2,1,1, ,1, ,4,3,3,3,2,1,1,1,1,1,1,4,1,1, ,3, ,1,2,1,5,3,1,1,1,2,3,4,4,4,4,4,4,1,2,1,1,1,1,1, , , ,1,2,2,4,4,1,2,1,1,4,3,1,2,3,2,1,1,4,4,3,4,4,4, ,1,2,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,3,4,4,4, ,4,1,1,1, ,1,1,4,9,4,2,2,3,2,1,1,1,1,1,1,1,1,1, ,1,99,99,1,1,1,1,99,6,1,1,1,1,1,1, ,1, ,2,1,1.1422119957843782,1.1438974828961388,1.211174234802647,1.154449901747734
192568,2020-6-19 5:26:52.000,2020-6-19 5:53:20.000,2,1,1,1,1,1,3,2,2,1,1,1,1, ,1, ,2,2,3,2,2,1,1,2,1,2,1,2,2,1, ,1, ,1,2,2,4,2,1,1,2,1,3,3,3,4,3,4,3,1,3,1,1,1,2,2, , , ,1,2,2,3,3,2,2,3,1,2,2,2,3,3,2,1,1,3,2,2,3,4,3, ,3,2,2,2,2,2,1,2,3,3,3,2,2,1,1,2, , , , , , , ,4, ,3,1,1,1, ,1,1,3,6,4,1,1,5,2,1,1,1,1,1,1,2,3,3,1,1,6,2,1,3,1,1,3,6,1,2,1,1,1,1, ,1, ,2,5,0.4858668393889527,0.5169381067171267,0.5447964145931405,0.5215976573504785
194634,2020-6-17 16:22:20.000,2020-6-17 16:50:11.000,1,1,1,2,2,2,2,2,2,2,2,1,3,2, ,2,3,4,2,1,1,1,2,2,3,2,1,1,1,1, ,3, ,2, ,4,5,2,2,3,2,3,2,2,2,2,2,3,2,2,1,3,2,1,2,2, , , ,1,1,1,1,2,2,2,3,1,1,1,4,4,1,4,3,3,2,2,2,3,3,2, ,2,4,3,4,3,2,1,2,3,1,4,4,1,4,2,1,2,2,2,1,1,1,1,3, ,3,2,1,3, ,3,2,3,5,3,2,3,1,2,1,1,1,1,4,12, ,5,3,1,1,2,3,1,3,1,2,1,6,1,2,2,2,1,2, ,5, ,1,3,0.8629575613552043,0.9110801885821979,0.9638935595417835,0.9464489805076175
194860,2020-6-19 7:43:47.000,2020-6-19 7:55:13.000,1,1,1,2,2,1,2,2,1,2,2,2,3,1,2, ,3,3,2,3,2,1,2,3,2,2,2,3,2,1, ,2, ,2, ,4,4,3,3,3,3,3,4,3,3,3,3,3,4,99,2,3,1,1,2,2, , , ,1,1,99,2,2,2,1,2,99,2,3,3,4,4,3,2,3,99,3,2,3,3,3, ,2,3,2,2,2,2,99,2,3,2,2,2,2,1,2,1,2,2,2,1,2,2,3,2, ,3,1,99,99, ,2,1,3,5,4,2,1,6,2,1,1,1,1,1,1,1,1,3,1,1,8,1,1,1,1,2,2,6,1,1,2,2,2,2, ,5, ,2,2,0.8322903331899704,0.8109621370903938,0.7423948472204188,0.8649985496719499
196813,2020-6-18 18:37:18.000,2020-6-18 19:4:17.000,1,1,2,2,2,1,2,1,1,2,2,1,2, , ,1,2,3,1,1,1,1,1,2,3,2,1,1,2,1, ,2, ,2, ,5,1,4,4,4,4,4,4,1,1,1,1,2,1,1,1,1,1, , , ,1,2,1,1,1,1,1,3,1,1,4,1,2,2,4,4,4,4,4,4,2,2,2,2,2,1,1, ,4,4,4,2,1,2,2,4,1,1,1,1,1,2,1,1,2,2,2,2,3,3, ,1,4,1,1, ,3,3,1,2,3,3,2,2,3,2,1,1,1,6,1,4,2,4,2, ,2,9,1,1,3,1,2,3,6,4,3,2,1,2,1,1,4,2,3,1,1.5089770511889296,1.4470688259713576,1.3814812398119343,1.5920797595376555
197067,2020-6-17 16:24:17.000,2020-6-17 16:40:10.000,1,1,2,2,1,1,3,1,2,1,1,2,1, ,2, ,4,3,1,2,1,1,1,1,2,1,1,3,1,1, ,2, ,2, ,2,5,1,1,1,2,2,1,4,4,4,4,4,4,2,1,1,1, , , ,1,2,1,1,1,1,2,3,2,2,3,1,3,3,1,1,2,1,1,1,4,4,4,4,4,4,2, ,3,2,3,3,1,2,1,1,2,2,4,2,2,1,1,2,2,2,2,3,3,3, ,2,3,1,1, ,1,2,1,2,4,4,1,3,2,2,1,1,1,1,5,1,2,5,1, ,1,2,3,1,3,1,2,1,6,1,2,1,1,1,1, ,1, ,3,4,1.4577130510658227,1.317599749520651,1.3460094334748902,1.5480455522437948
197087,2020-6-17 16:43:36.000,2020-6-17 16:58:31.000,1,1,2,2,1,1,3,1,1,1,2,2,1, ,1, ,1,2,1,3,4,2,1,3,2,2,3,4,2,1, ,3, ,1,2,1,5,1,1,1,1,1,1,4,4,4,4,4,4,1,3,3,1, , , ,1,1,1,1,3,2,4,4,1,1,1,1,4,3,1,2,1,1,1,1,4,4,4,4,4,4,2, ,2,1,1,2,2,1,1,3,4,2,2,2,2,1,2, , , , , , , , ,4,4,1,1, ,1,2,1,2,3,4,1,3,2,2,1,1,1,1,5,2,2,2,3,1,1,6,2,1,3,1,2,2,6,1,2,1,1,1,1, ,2, ,2,1,1.248458181562853,1.207894279221346,1.3070662989325408,1.3454063838751849
197168,2020-6-17 10:40:45.000,2020-6-17 11:11:41.000,1,1,1,2,2,1,1,1,1,2,2,1,2, , ,1,2,4,1,1,1,1,1,3,1,4,1,1,2,1, ,2, ,2, ,99,2,4,4,4,4,4,4,2,2,1,1,1,1,2,1,1,1,1,99,99, , , ,1,1,1,2,1,4,1,1,2,3,3,4,4,4,4,3,4,1,1,1,1,1,99, ,2,4,4,4,2,1,1,2,2,2,1,1,1,1,2,2, , , , , , , ,1, ,2,1,1,1, ,3,1,4,9,4,1,1,6,2,1,1,1,1,5,9, ,4,4,2,2,5,2,1,5,2,1,2,6,1,4,2,1,2,1,1,4,2,1,1,0.2781328191280153,0.2929729634317224,0.2923602295128403,0.31426314509180037
197174,2020-6-21 13:6:46.000,2020-6-21 13:32:47.000,1,1,2,2,1,1,2,1,1,1,2,1,1, ,1, ,4,1,1,3,3,1,1,1,3,1,3,3,1,1, ,3, ,1,1,2,4,1,1,1,1,1,2,3,3,3,3,3,3,1,4,3,1, , , ,1,2,1,1,1,2,4,4,1,2,1,1,4,4,1,2,3,2,1,1,3,3,3,4,4,3,2, ,2,2,2,2,2,1,2,1,3,4,2,2,2,1,1,1,2,2,2,2,2,2, ,4,3,1,2, ,1,2,1,4,9,4,2,2,3,2,1,1,1,1,3,1,1,2,1, ,1,4,2,1,1,1,2,2,6,1,1,1,1,1,1, ,1, ,1,1,1.0851073158987747,1.1125089821231438,1.166919726258421,1.2009981793140323
197397,2020-6-17 10:52:26.000,2020-6-17 11:23:47.000,2,1,1,2,1,1,2,1,2,2,1,1,1, ,1, ,3,99,1,3,2,1,1,2,1,2,2,3,2,1, ,2, ,1,1,2,5,2,1,1,2,2,2,3,4,4,4,4,3,2,3,1,1,2,2,2, , , ,2,1,1,3,2,2,2,4,1,4,2,1,2,2,1,1,1,3,3,3,3,3,2, ,1,2,2,2,3,1,2,2,2,1,3,3,2,1,1,1,2,1,1,2,2,3,1,3, ,99,1,3,1, ,3,2,2,4,4,1,3,2,2,1,1,1,1,5,10, ,6,1, ,1,2,3,1,2,2,2,1,6,1,1,1,1,1,1, ,1, ,1,5,3.614463695003139,3.5613785889567318,3.925012624062327,4.017942223744177
197580,2020-6-18 6:28:19.000,2020-6-18 6:42:57.000,1,1,1,2,2,1,2,1,2,2,2,2,2, , ,2,4,4,1,2,2,1,1,3,1,3,2,2,2,1, ,2, ,2, ,5,3,4,4,4,4,4,4,2,2,2,2,2,2,2,1,3,1,2,2,2, , , ,2,1,2,2,4,2,2,3,1,2,2,4,4,4,4,4,4,2,2,2,2,2,2, ,2,3,3,3,2,1,2,2,3,2,3,2,2,1,2,1,2,2,2,2,4,4,4,1, ,2,1,3,3, ,2,1,1,2,2,2,1,5,2,4,4,1,1,1,1,1,2,2, ,2,6,2,1,3,1,1,2,6,1,3,2,1,2,1,2,4,22,3,3,0.7955621334272688,0.6561620963312556,0.6094169956176924,0.7791899814230483
198321,2020-6-17 21:20:44.000,2020-6-17 21:38:47.000,1,1,1,2,2,2,3,2,1,2,2,4,3,2, ,2,4,4,3,2,3,1,1,3,1,3,1,1,3,1, ,2, ,2, ,5,4,4,4,3,4,4,4,3,2,2,3,2,3,2,5,3,1,1,1,1, , , ,1,2,1,2,1,1,1,4,1,4,3,4,4,4,4,1,4,3,3,3,4,2,3, ,2,3,2,3,2,2,2,2,1,1,2,3,4,1,1,2, , , , , , , ,2, ,3,1,2,3, ,3,1,2,4,2,1,2,4,2,1,1,1,1,1,9, ,6,3,2,2,4,2,1,3,2,2,2,6,1,3,2,1,2,1,3,4,19,3,5,1.9216379314477563,1.9338974991514029,1.8945048159457472,2.0690546634200793
198476,2020-6-19 6:6:8.000,2020-6-19 13:10:50.000,2,1,2,2,2,1,3,1,1,2,2,1,2, , ,2,2,4,3,1,1,2,2,3,2,2,2,1,2,1, ,2, ,2, ,5,2,4,4,4,4,4,4,1,1,1,1,1,1,2,1,3,1, , , ,2,2,2,2,1,1,1,2,2,3,2,1,2,1,2,4,4,4,2,4,1,1,2,1,2,1,1, ,3,4,4,2,1,2,2,4,1,1,2,1,1,2,2, , , , , , , , ,1,2,1,1, ,2,2,1,2,3,4,2,1,5,2,1,1,1,6,5,12, ,5,2, ,2,1,3,1,4,2,1,1,6,4,4,2,1, , ,2,4,22,2,4,0.3876056046424676,0.5530716567739209, ,0.39772548893001763
199474,2020-6-17 11:42:6.000,2020-6-17 11:57:48.000,1,1,1,2,1,1,1,2,2,1,2,2,1, ,1, ,2,2,1,3,2,1,1,2,3,2,3,4,3,1, ,2, ,1,2,1,5,1,1,1,1,1,1,3,4,3,4,4,4,1,3,1,1,1,1,1, , , ,1,2,1,3,3,2,3,3,1,3,4,1,3,3,2,2,1,4,3,3,4,3,2, ,1,2,2,1,2,2,1,2,3,3,2,2,3,2,1,1,2,2,1,2,3,3,2,3, ,3,1,1,1, ,1,1,3,7,3,1,2,4,2,1,1,1,1,1,1,2,2,1, ,1,8,1,1,1,1,1,3,6,1,1,1,1,1,1, ,1, ,1,5,1.3070602581310493,1.5175130475602223,1.5443504439950317,1.4075955832541682
199964,2020-6-18 5:54:56.000,2020-6-18 7:15:24.000,1,1,2,2,2,2,2,2,2,2,2,1,1, ,2, ,3,2,1,2,1,1,1,2,2,1,4,3,1,1, ,2, ,1,2,2,5,2,1,1,2,2,2,4,4,4,4,4,4,1,1,1,1, , , ,2,2,2,2,1,2,2,4,2,2,4,1,4,4,1,2,4,4,1,3,4,4,4,4,4,4,2, ,2,2,2,2,2,1,2,3,2,1,4,1,2,1,1,2,2,2,2,4,4,4, ,2,4,3,3, ,1,1,1,3,5,4,2,2,3,2,1,1,1,1,3,12, ,6,1, ,1,3,3,1,1,1,2,2,6,1,1,1,2,1,1, ,1, ,1,3,0.8921366588341242,1.0660470183090045,0.9986525867900877,0.9966648249013633
200202,2020-6-17 10:44:8.000,2020-6-17 11:7:55.000,1,1,1,2,2,1,3,1,1,1,2,1, , , ,1,3,4,2,1,2,3,1,2,1,3,2,1,3,1, ,3, ,2, ,5,1,4,4,4,4,4,4,1,1,1,1,1,1,2,1,3,2,2,2,2, , , ,2,1,1,1,1,2,1,4,2,2,3,4,4,4,4,4,4,1,1,1,1,1,1, ,2,4,4,4,3,1,2,2,3,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1, ,4,1,1,3, ,1,1,3,5,3,1,2,3,2,1,1,2,6,1,2,2,5,2, ,2,9,1, ,4,1,2,3,6,4,4,2,1,2,1,1, ,6,2,3,0.8676102697607398,0.9336413366121854,0.8970263938276839,1.0234326652054113
200312,2020-6-20 11:23:35.000,2020-6-20 11:39:17.000,1,1,1,2,1,1,2,1,1,2,2,1,1, ,1, ,1,2,1,4,2,2,1,2,3,1,2,4,1,1, ,4, ,1,2,2,5,2,1,1,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,2, , , ,1,2,2,3,2,1,1,3,1,2,3,1,2,3,2,2,2,4,4,4,4,4,4, ,1,2,2,2,1,2,2,1,1,2,3,2,1,2,1,2, , , , , , , ,4, ,4,1,1,1, ,3,1,3,5,4,1,2,3,2,5,4,1,1,1,2,2,6,1, ,1,6,2,1,2,1,2,2,6,1,1,1,1,1,1, ,1, ,1,2,0.38730000252892677,0.5264789287835498,0.4885728142933669,0.4306264717462048
200761,2020-6-17 11:54:2.000,2020-6-17 12:10:15.000,2,1,2,2,2,1,1,1,1,2,2,1,2, , ,1,2,4,3,1,1,1,1,3,2,2,1,2,1,1, ,3, ,2, ,5,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,1, , , ,1,2,1,1,1,1,2,2,2,1,1,1,3,3,4,4,4,4,4,4,2,2,1,2,2,1,1, ,3,3,3,2,1,2,2,4,2,2,2,2,1,1,1,2,2,2,2,2,2,3, ,1,3,1,1, ,2,1,1,4,9,4,1,1,5,2,1,1,1,6,1,4,2,4,2, ,2,7,1,1,3,1,2,2,6,4,3,2,1,2,1,2,4,2,2,1,0.7869388614821292,0.7595824111208855,0.7249201362787151,0.7750973145787616
201177,2020-6-18 11:53:57.000,2020-6-18 12:5:5.000,1,1,1,2,1,1,1,1,1,1,2,1,1, ,1, ,2,3,1,3,3,1,2,2,3,2,2,3,3,1, ,2, ,1,2,1,5,1,1,1,2,2,1,4,4,3,4,4,3,1,3,1,1,1,1,1, , , ,1,3,1,3,2,1,1,1,1,2,2,1,1,2,2,2,1,4,4,3,4,4,4, ,1,1,2,1,2,1,1,2,3,2,2,1,1,1,2,1,1,2,2,2,3,2,1,3, ,4,1,1,1, ,2,1,1,2,3,1,2,3,2,1,1,1,1,6,3,2,2,1, ,1,3,3,1,2,1,1,2,6,1,1,1,1,1,1, ,1, ,3,3,0.9149178386861659,0.9962070133007935,0.9680865025505904,0.9367576715037742
202145,2020-6-17 14:3:43.000,2020-6-17 14:37:55.000,2,1,2,2,2,1,2,1,1,2,2,1,2, , ,2,3,4,2,1,1,2,2,3,1,3,2,3,3,1, ,4, ,2, ,5,2,4,4,4,4,4,4,1,1,2,1,1,1,2,2,1,1, , , ,2,2,2,2,1,1,4,4,4,2,3,2,1,4,4,4,4,4,4,4,2,2,1,2,3,1,1, ,3,4,4,3,1,2,2,4,1,1,1,1,1,2,1,1,1,1,1,2,2,2, ,3,2,3,2, ,2,3,1,1,2,2,2,1,6,2,1,1,1,1,6,7, ,1,2, ,2,5,2,2,5,1,2,2,6,1,4,2,1,2,2,2,4,30,3,1,0.7149535859812546,0.9287571015781296,0.7947528894737957,0.8315132634800506
202545,2020-6-17 16:58:5.000,2020-6-19 8:52:2.000,1,1,2,2,1,2,2,1,1,2,1,99,1, ,1, ,3,3,1,2,1,1,1,1,2,1,2,4,2,1, ,2, ,1,2,2,5,2,1,1,2,2,2,4,4,4,4,4,4,1,1,1,1, , , ,1,2,1,1,3,2,2,4,2,2,1,1,3,3,1,2,3,1,1,1,4,4,3,3,4,4,2, ,3,2,2,2,99,1,2,99,1,1,3,2,1,1,1,2,2,1,2,1,1,1, ,4,4,1,1, ,1,1,1,4,8,4,2,1,6,2,1,1,1,1,5,1,1,1,3,1,1,4,2,1,1,1,1,2,6,1,1,1,1,1,1, ,1, ,3,2,0.8730825265017258,0.9371580322581379,1.0427374936076337,0.9202992529106416
202800,2020-6-17 18:51:6.000,2020-6-17 19:19:21.000,1,1,1,2,2,1,3,1,1,1,2,1,2, , ,2,2,3,3,1,1,2,1,2,1,3,1,1,2,1, ,2, ,2, ,5,3,4,4,4,4,4,4,2,2,2,2,2,3,2,3,1,1,1,2,2, , , ,1,1,2,1,2,2,1,3,2,2,3,4,4,4,4,2,4,2,2,1,2,3,1, ,2,4,4,4,2,1,2,2,3,1,1,1,1,1,2,1,2,2,2,2,4,4,3,1, ,2,1,1,3, ,1,2,2,4,4,1,1,5,2,1,1,1,1,3,1,2,5,3,2,2,2,3,1,3,1,2,1,6,1,3,2,1,2,1,3,4,99,1,4,0.6229655615116687,0.6107158835867367,0.6163524821465093,0.6493880208368605
202849,2020-6-17 11:47:28.000,2020-6-17 11:58:15.000,1,1,2,2,2,1,2,2,2,1,2,2,2, , ,2,2,3,2,1,2,2,2,3,2,3,2,1,3,1, ,3, ,2, ,5,3,4,4,4,4,4,4,2,2,2,2,2,2,2,1,3,1, , , ,1,2,2,1,1,1,2,3,2,2,3,1,2,3,4,4,4,4,3,4,2,2,3,2,2,1,1, ,4,3,3,2,1,2,2,2,2,2,2,2,1,1,2, , , , , , , , ,2,2,1,3, ,3,2,1,4,8,4,1,1,6,2,1,1,1,3,1,9, ,6,3,2,2,6,2,1,4,2,1,2,6,4,4,2,1,2,1,2,4,30,2,3,0.4020559970369424,0.5266409032141441,0.518015290771544,0.40946588039064863
202908,2020-6-22 8:59:51.000,2020-6-22 9:15:25.000,1,1,2,2,2,1,3,2,1,1,2,1,2, , ,1,2,4,3,2,1,2,1,2,1,2,1,1,3,1, ,2, ,2, ,5,3,4,4,4,4,4,4,1,1,2,2,2,2,2,2,1,1, , , ,2,2,2,2,1,1,1,2,1,2,3,1,3,3,4,4,4,4,3,4,1,1,2,1,2,1,1, ,4,3,3,2,1,2,2,2,1,1,1,1,1,1,2, , , , , , , , ,3,3,1,1, ,3,2,1,1,2,4,2,1,6,2,1,1,1,1,6,2,2,2,2, ,2,7,1,1,3,1,2,2,6,1,3,2,1,2,1,1,4,14,3,1,0.6883123141083738,0.7121947896860815,0.739701992143113,0.6984274764834697
203921,2020-6-18 5:28:50.000,2020-6-18 11:4:56.000,1,1,2,2,1,1,1,2,1,1,2,2,1, ,1, ,2,2,1,2,1,2,2,2,1,3,2,2,3,1, ,2, ,2, ,2,3,2,2,1,2,2,2,2,2,2,3,2,3,2,1,1,2, , , ,2,2,2,2,1,1,2,3,1,1,3,1,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2, ,2,2,2,1,1,1,2,3,2,2,2,2,1,2,1,2,2,2,2,2,3,3, ,2,2,1,3, ,2,1,2,3,5,3,2,3,2,2,1,1,1,1,1,1,1,5,2, ,2,2,3,1,3,1,2,1,6,1,3,1,2,1,1,3,2,19,1,3,0.5922062063100723,0.6605827622507657,0.644773940679163,0.6446191200626378
204164,2020-6-20 14:14:14.000,2020-6-20 14:30:37.000,2,1,2,2,2,1,1,1,2,1,2,2,2, , ,2,2,3,1,1,2,1,1,1,1,3,1,2,1,1, ,2, ,1,1,5,2,4,4,4,4,4,4,2,1,2,1,2,2,2,2,3,1, , , ,1,1,1,1,2,2,1,1,1,1,2,1,3,3,4,4,4,4,4,4,2,2,2,2,2,2,1, ,2,4,4,3,1,2,2,4,1,1,1,1,1,2,1,2,1,1,2,2,2,2, ,3,3,1,3, ,1,3,1,1,2,3,1,2,3,1,1,3,1,5,1,12, ,5,2, ,2,6,2,1,3,1,1,2,1,4,3,2,1,2,1,2,4,19,3,3,0.15712488150867332,0.18692186442260306,0.18263396184136207,0.16066625585994537
204329,2020-6-18 12:57:33.000,2020-6-18 13:21:26.000,3,1,2,2,2,1,99,1,1,2,2,1,2, , ,1,99,4,2,2,1,1,1,2,1,3,2,1,2,1, ,3, ,2, ,5,2,4,4,4,4,4,4,1,1,2,1,1,2,2,1,1,2, , , ,2,2,2,2,1,1,3,2,2,2,3,2,3,1,4,4,4,4,4,4,1,1,1,1,2,1,1, ,3,3,3,2,1,2,2,3,1,1,1,1,1,2,2, , , , , , , , ,1,4,1,3, ,2,3,1,3,7,4,2,1,6,2,1,1,1,1,5,12, ,6,2, ,2,99,99,1,4,1,2,99,6,1,4,2,1,2,1,2,4,22,1,4,0.2316371143772806,0.25706393217629914,0.262773209790428,0.2424675238820478
